id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1628363324550426624,1628190396630331393,2023-02-22 18:57:24 SE Asia Standard Time,2023-02-22,18:57:24,+0700,1369573838007062535,aikhoki,aik #HOKI,,@ndahmutty @maulanarifki @PNS_Ababil @prastow @kemendagri @kempanrb @KASN_RI @OmbudsmanRI137 @PNS_Garis_Lucu @mohmahfudmd @BKNgoid @puanmaharani_ri siap2 ketemu pienice badan keuangan di akherat utk selesaikan utang piutang,in,[],[],[],1,0,0,[],[],https://twitter.com/AikHoki/status/1628363324550426624,False,,0,,,,,,,,"[{'screen_name': 'ndahmutty', 'name': 'Ndah Mutty', 'id': '239332542'}, {'screen_name': 'maulanarifki', 'name': 'rifki', 'id': '43473139'}, {'screen_name': 'PNS_Ababil', 'name': 'Kementrian Beban Negara (KemBeN)', 'id': '257207822'}, {'screen_name': 'prastow', 'name': 'Prastowo Yustinus', 'id': '88581196'}, {'screen_name': 'kemendagri', 'name': 'Kementerian Dalam Negeri', 'id': '1113646305585188864'}, {'screen_name': 'kempanrb', 'name': 'Kementerian PANRB', 'id': '1240689786'}, {'screen_name': 'KASN_RI', 'name': 'Komisi Aparatur Sipil Negara', 'id': '3092927767'}, {'screen_name': 'OmbudsmanRI137', 'name': 'Ombudsman RI', 'id': '125923625'}, {'screen_name': 'PNS_Garis_Lucu', 'name': 'PNS Garis Lucu 🏑', 'id': '1169788851482574848'}, {'screen_name': 'mohmahfudmd', 'name': 'Mahfud MD', 'id': '282006208'}, {'screen_name': 'BKNgoid', 'name': '#SatuDataASN', 'id': '393838920'}, {'screen_name': 'puanmaharani_ri', 'name': 'Puan Maharani', 'id': '1410866743271051267'}]",,,,
1628363309174112256,1628363309174112256,2023-02-22 18:57:21 SE Asia Standard Time,2023-02-22,18:57:21,+0700,1119457371393146880,hendrikorachman,enrico abdul Rachman (kapal tanker),,"Keputusan pengadilan @officialMKRI &amp; @MahkamahAgung paling tinggi,tdk bisa kebijakan menteri/sederajat menganulir krn melanggar konstitusi (ASN).Beda sama anggota @DPR_RI  Cc @jokowi @mohmahfudmd @Yusrilihza_Mhd @ListyoSigitP @prabowo @jansen_jsp @DivHumas_Polri @puanmaharani_ri",in,"[{'screen_name': 'officialmkri', 'name': 'mahkamah konstitusi', 'id': '517105241'}, {'screen_name': 'mahkamahagung', 'name': 'mahkamah agung ri', 'id': '240060047'}, {'screen_name': 'dpr_ri', 'name': 'dpr ri', 'id': '211415705'}, {'screen_name': 'jokowi', 'name': 'joko widodo', 'id': '366987179'}, {'screen_name': 'mohmahfudmd', 'name': 'mahfud md', 'id': '282006208'}, {'screen_name': 'yusrilihza_mhd', 'name': 'yusril ihza mahendra', 'id': '434724503'}, {'screen_name': 'listyosigitp', 'name': 'listyo sigit prabowo', 'id': '1431117605775949824'}, {'screen_name': 'prabowo', 'name': 'prabowo subianto', 'id': '40580714'}, {'screen_name': 'jansen_jsp', 'name': 'jansen sitindaon', 'id': '856934112250126336'}, {'screen_name': 'divhumas_polri', 'name': 'divisi humas polri', 'id': '138290629'}, {'screen_name': 'puanmaharani_ri', 'name': 'puan maharani', 'id': '1410866743271051267'}]",[],[],0,0,0,[],[],https://twitter.com/Hendrikorachman/status/1628363309174112256,False,https://twitter.com/Hendrikorachman/status/1628355273638449153,0,,,,,,,,[],,,,
1628362940402503681,1628344219571195909,2023-02-22 18:55:53 SE Asia Standard Time,2023-02-22,18:55:53,+0700,732087001600548864,lanyallaacademy,LaNyalla Academia {LNM},,@KAPLAK_DENGKLAK @ganjarpranowo @dprdjatengprov @DPR_RI @puanmaharani_ri Nah itu silahkan tanya ke yang berwenang pak,in,[],[],[],0,0,0,[],[],https://twitter.com/LaNyallaAcademy/status/1628362940402503681,False,,0,,,,,,,,"[{'screen_name': 'KAPLAK_DENGKLAK', 'name': 'GOOD LUCKY NOT GOOD DELL', 'id': '1471919141304954880'}, {'screen_name': 'ganjarpranowo', 'name': 'Ganjar Pranowo', 'id': '109762193'}, {'screen_name': 'dprdjatengprov', 'name': 'DPRD Jateng', 'id': '4890514340'}, {'screen_name': 'DPR_RI', 'name': 'DPR RI', 'id': '211415705'}, {'screen_name': 'puanmaharani_ri', 'name': 'Puan Maharani', 'id': '1410866743271051267'}]",,,,
1628360444439322625,1628352791793238016,2023-02-22 18:45:58 SE Asia Standard Time,2023-02-22,18:45:58,+0700,1134854001827041281,andyhuskyyy,👁️⃤,,"@mediocrickey Bu @puanmaharani_ri 🙏 Bisa DM nanti, saya buka jasa endorse jugha",in,"[{'screen_name': 'puanmaharani_ri', 'name': 'puan maharani', 'id': '1410866743271051267'}]",[],[],0,1,0,[],[],https://twitter.com/AndyHuskyyy/status/1628360444439322625,False,,0,,,,,,,,"[{'screen_name': 'mediocrickey', 'name': 'medioker', 'id': '808335150505291776'}]",,,,
1628360024056803329,1628344075027120130,2023-02-22 18:44:17 SE Asia Standard Time,2023-02-22,18:44:17,+0700,383609383,via_abdullahr2,Via Abdullah R2,,@SalJu_SoYaLa @puanmaharani_ri @MariaAlcaff @La_22722 Wkwkwkwkwk,in,[],[],[],0,0,0,[],[],https://twitter.com/Via_AbdullahR2/status/1628360024056803329,False,,0,,,,,,,,"[{'screen_name': 'SalJu_SoYaLa', 'name': 'Ratu Lebah', 'id': '2154237978'}, {'screen_name': 'puanmaharani_ri', 'name': 'Puan Maharani', 'id': '1410866743271051267'}, {'screen_name': 'MariaAlcaff', 'name': 'Maria A. Alcaff', 'id': '77654478'}, {'screen_name': 'La_22722', 'name': '🍁K4RM1L4', 'id': '1620411381337186305'}]",,,,
1628360023540748288,1628360023540748288,2023-02-22 18:44:17 SE Asia Standard Time,2023-02-22,18:44:17,+0700,3064610583,puannews,Berita Mbak Puan Maharani,,"#Dewan Minta Relokasi Pedagang Cik Puan Lancar, Pedagang Hanya Butuh Kepastian Pemko Pekanbaru - Tribun Pekanbaru  #PuanMaharani   https://t.co/OXHowGnVOF",in,[],['https://ift.tt/m78qISK'],[],0,0,0,"['dewan', 'puanmaharani']",[],https://twitter.com/PUANnews/status/1628360023540748288,False,,0,,,,,,,,[],,,,
1628355273638449153,1628355273638449153,2023-02-22 18:25:25 SE Asia Standard Time,2023-02-22,18:25:25,+0700,1119457371393146880,hendrikorachman,enrico abdul Rachman (kapal tanker),,Kebijakan @Kemhan_RI pk @prabowo &amp; @DivHumas_Polri pk @ListyoSigitP tdk punya hak menerima SDM kembali setelah kep @MahkamahAgung ttg pidana krn melanggar konstitusi Cc @jokowi @mohmahfudmd @DPR_RI @jansen_jsp @puanmaharani_ri @ZUL_Hasan @Fahrihamzah @KPK_RI @officialMKRI,in,"[{'screen_name': 'kemhan_ri', 'name': 'kemhan ri', 'id': '714719021816541184'}, {'screen_name': 'prabowo', 'name': 'prabowo subianto', 'id': '40580714'}, {'screen_name': 'divhumas_polri', 'name': 'divisi humas polri', 'id': '138290629'}, {'screen_name': 'listyosigitp', 'name': 'listyo sigit prabowo', 'id': '1431117605775949824'}, {'screen_name': 'mahkamahagung', 'name': 'mahkamah agung ri', 'id': '240060047'}, {'screen_name': 'jokowi', 'name': 'joko widodo', 'id': '366987179'}, {'screen_name': 'mohmahfudmd', 'name': 'mahfud md', 'id': '282006208'}, {'screen_name': 'dpr_ri', 'name': 'dpr ri', 'id': '211415705'}, {'screen_name': 'jansen_jsp', 'name': 'jansen sitindaon', 'id': '856934112250126336'}, {'screen_name': 'puanmaharani_ri', 'name': 'puan maharani', 'id': '1410866743271051267'}, {'screen_name': 'zul_hasan', 'name': 'zulkifli hasan', 'id': '187520592'}, {'screen_name': 'fahrihamzah', 'name': '#ayomoveon2024', 'id': '120968478'}, {'screen_name': 'kpk_ri', 'name': 'kpk', 'id': '104714478'}, {'screen_name': 'officialmkri', 'name': 'mahkamah konstitusi', 'id': '517105241'}]",[],[],0,0,0,[],[],https://twitter.com/Hendrikorachman/status/1628355273638449153,False,https://twitter.com/Hendrikorachman/status/1628353487368228864,0,,,,,,,,[],,,,
1628353487368228864,1628353487368228864,2023-02-22 18:18:19 SE Asia Standard Time,2023-02-22,18:18:19,+0700,1119457371393146880,hendrikorachman,enrico abdul Rachman (kapal tanker),,Richard elizer bkn melaksanakan tugas intelejen internal membongkar kasus sambo dlm ada justice kolaborator krn sifatnya pribadi memakai kekuasaan lakukan pembunuhan. @DPR_RI hrs panggil pk @ListyoSigitP Cc @jokowi @mohmahfudmd @MahkamahAgung @DPR_RI @puanmaharani_ri @jansen_jsp,in,"[{'screen_name': 'dpr_ri', 'name': 'dpr ri', 'id': '211415705'}, {'screen_name': 'listyosigitp', 'name': 'listyo sigit prabowo', 'id': '1431117605775949824'}, {'screen_name': 'jokowi', 'name': 'joko widodo', 'id': '366987179'}, {'screen_name': 'mohmahfudmd', 'name': 'mahfud md', 'id': '282006208'}, {'screen_name': 'mahkamahagung', 'name': 'mahkamah agung ri', 'id': '240060047'}, {'screen_name': 'dpr_ri', 'name': 'dpr ri', 'id': '211415705'}, {'screen_name': 'puanmaharani_ri', 'name': 'puan maharani', 'id': '1410866743271051267'}, {'screen_name': 'jansen_jsp', 'name': 'jansen sitindaon', 'id': '856934112250126336'}]",[],[],0,0,0,[],[],https://twitter.com/Hendrikorachman/status/1628353487368228864,False,https://twitter.com/Hendrikorachman/status/1628348070747602946,0,,,,,,,,[],,,,
1628348070747602946,1628348070747602946,2023-02-22 17:56:47 SE Asia Standard Time,2023-02-22,17:56:47,+0700,1119457371393146880,hendrikorachman,enrico abdul Rachman (kapal tanker),,"Namanya melakukan pembunuhan yg sdh diputuskan @MahkamahAgung , @DivHumas_Polri pk @ListyoSigitP tdk boleh menerima kembali richard elizer jika polri kumpulan org taat hukum kecuali kumpulan bajingan Cc @jokowi @mohmahfudmd @jansen_jsp @DPR_RI @MardaniAliSera @puanmaharani_ri",in,"[{'screen_name': 'mahkamahagung', 'name': 'mahkamah agung ri', 'id': '240060047'}, {'screen_name': 'divhumas_polri', 'name': 'divisi humas polri', 'id': '138290629'}, {'screen_name': 'listyosigitp', 'name': 'listyo sigit prabowo', 'id': '1431117605775949824'}, {'screen_name': 'jokowi', 'name': 'joko widodo', 'id': '366987179'}, {'screen_name': 'mohmahfudmd', 'name': 'mahfud md', 'id': '282006208'}, {'screen_name': 'jansen_jsp', 'name': 'jansen sitindaon', 'id': '856934112250126336'}, {'screen_name': 'dpr_ri', 'name': 'dpr ri', 'id': '211415705'}, {'screen_name': 'mardanialisera', 'name': 'mardani ali sera', 'id': '122020937'}, {'screen_name': 'puanmaharani_ri', 'name': 'puan maharani', 'id': '1410866743271051267'}]",[],[],0,0,0,[],[],https://twitter.com/Hendrikorachman/status/1628348070747602946,False,https://twitter.com/detikcom/status/1628345892347473921,0,,,,,,,,[],,,,
1628347847438397440,1628344075027120130,2023-02-22 17:55:54 SE Asia Standard Time,2023-02-22,17:55:54,+0700,2154237978,salju_soyala,Ratu Lebah,,"@MariaAlcaff @puanmaharani_ri @La_22722 Iya Ifah ,pas brangkat ktemu nenek Ega kagk ? Kan dia lgi senewen Ama emak2 pngajian",in,[],[],[],1,0,2,[],[],https://twitter.com/SalJu_SoYaLa/status/1628347847438397440,False,,0,,,,,,,,"[{'screen_name': 'MariaAlcaff', 'name': 'Maria A. Alcaff', 'id': '77654478'}, {'screen_name': 'puanmaharani_ri', 'name': 'Puan Maharani', 'id': '1410866743271051267'}, {'screen_name': 'La_22722', 'name': '🍁K4RM1L4', 'id': '1620411381337186305'}]",,,,
